TX_ID,ACCT_ID,FIRST_NM,LAST_NM,TX_DTTM,TX_AMT,TX_TYPE_CD,BAL_AMT,TX_DESC,CRDT_SCORE,CUST_ID
5240,1096,ELI,NOVAK,2024-01-13 17:07:00,-768.45,DR,93811.09,POS PURCHASE,499,70029
5241,1097,NOAH,RIVERA,2024-01-12 08:31:00,-4689.35,CR,27413.78,CASH DEPOSIT,484,70030
5242,1097,OMAR,CHEN,2024-01-12 10:55:00,3899.22,DR,90094.88,POS PURCHASE,539,70030
5243,1097,RAVI,DUBOIS,2024-01-12 00:21:00,3939.82,DR,42749.77,ONLINE TRANSFER,361,70030
5244,1098,NOAH,HAYES,2024-01-02 07:34:00,1274.77,DR,36473.25,STANDING ORDER,488,70031
5245,1099,ZOE,DUBOIS,2024-01-21 11:06:00,-3991.25,CR,84985.05,STANDING ORDER,634,70032
5246,1099,MAX,SINGH,2024-01-29 01:00:00,-2292.01,DR,60009.61,POS PURCHASE,482,70032
5247,1099,NINA,WEISS,2024-01-17 07:40:00,-93.61,CR,73946.87,ONLINE TRANSFER,504,70032
5248,1099,RAVI,LARSEN,2024-01-18 05:02:00,-2966.78,CR,86635.49,ATM WITHDRAWAL,729,70032
5249,1100,LEO,MORI,2024-01-24 02:25:00,2930.06,DR,37216.36,SALARY CREDIT,387,70033
5250,1100,ZOE,WEISS,2024-01-21 06:20:00,633.25,DR,65008.63,STANDING ORDER,455,70033
5251,1100,NINA,NOVAK,2024-01-16 21:49:00,-2658.15,DR,2340.82,CASH DEPOSIT,654,70033
5252,1100,ZOE,KIM,2024-01-11 18:20:00,17.28,DR,44684.41,SALARY CREDIT,470,70033
5253,1101,IVY,IQBAL,2024-01-29 16:28:00,2739.4,CR,67887.83,ATM WITHDRAWAL,307,70034
5254,1101,TOM,HAYES,2024-01-30 15:26:00,3730.81,CR,74869.69,CASH DEPOSIT,833,70034
5255,1101,MAX,LARSEN,2024-01-08 09:26:00,-1668.71,DR,24350.72,CARD PAYMENT,449,70034
5256,1102,MAX,PATEL,2024-01-01 12:05:00,-2338.12,CR,7143.16,SALARY CREDIT,548,70035
5257,1102,TOM,DUBOIS,2024-01-04 18:54:00,-1225.95,DR,92250.42,POS PURCHASE,381,70035
5258,1102,NOAH,NOVAK,2024-01-20 15:26:00,-3661.75,CR,71767.44,CASH DEPOSIT,564,70035
5259,1103,NINA,SINGH,2024-01-20 09:41:00,4961.25,CR,10392.2,POS PURCHASE,582,70036
5260,1103,MIA,KIM,2024-01-01 12:50:00,-274.51,DR,93385.64,STANDING ORDER,810,70036
5261,1103,MIA,SILVA,2024-01-17 16:51:00,1847.87,DR,76971.27,ATM WITHDRAWAL,303,70036
5262,1103,NINA,BAKER,2024-01-17 23:17:00,-2865.54,DR,27547.85,STANDING ORDER,713,70036
5263,1104,LEO,LARSEN,2024-01-08 02:06:00,-2467.69,DR,59641.19,ONLINE TRANSFER,552,70037
5264,1104,KAI,SINGH,2024-01-16 18:36:00,448.99,CR,45650.28,ATM WITHDRAWAL,330,70037
5265,1104,TOM,KIM,2024-01-15 22:09:00,-1754.85,CR,93142.22,CARD PAYMENT,339,70037
5266,1104,ELI,COSTA,2024-01-24 21:02:00,4365.2,CR,82617.99,CASH DEPOSIT,780,70037
5267,1105,MIA,BAKER,2024-01-17 19:38:00,-38.01,DR,8988.72,CASH DEPOSIT,615,70038
5268,1105,ZOE,DUBOIS,2024-01-13 16:34:00,-1186.42,CR,2853.31,POS PURCHASE,667,70038
5269,1105,OMAR,PATEL,2024-01-10 13:06:00,4588.94,DR,97464.03,SALARY CREDIT,697,70038
5270,1105,SARA,WEISS,2024-01-07 12:14:00,1468.76,CR,57870.8,CASH DEPOSIT,660,70038
5271,1106,TOM,KIM,2024-01-25 11:48:00,3761.78,DR,51106.01,POS PURCHASE,731,70039
5272,1106,MAX,LARSEN,2024-01-29 13:45:00,2235.25,DR,9456.02,CARD PAYMENT,476,70039
5273,1107,ZOE,CHEN,2024-01-14 17:49:00,1555.12,DR,42111.21,ONLINE TRANSFER,441,70040
5274,1107,MAX,LARSEN,2024-01-01 07:14:00,1419.94,DR,96992.65,ONLINE TRANSFER,444,70040
5275,1107,LEO,MORI,2024-01-01 18:43:00,-1232.92,CR,33889.34,SALARY CREDIT,827,70040
5276,1108,RAVI,HAYES,2024-01-26 21:01:00,-3854.14,DR,15835.98,ONLINE TRANSFER,447,70041
5277,1109,IVY,MORI,2024-01-12 16:01:00,786.14,CR,87857.65,ATM WITHDRAWAL,481,70042
5278,1110,SARA,WEISS,2024-01-18 01:29:00,4245.4,CR,74805.79,SALARY CREDIT,631,70043
5279,1110,NINA,SINGH,2024-01-02 22:46:00,-1392.22,DR,88012.99,CASH DEPOSIT,629,70043
5280,1110,RAVI,BAKER,2024-01-03 04:11:00,-75.2,DR,62204.22,UTILITY PAYMENT,662,70043
5281,1111,ELI,KIM,2024-01-28 10:45:00,243.09,CR,82825.04,CASH DEPOSIT,420,70044
5282,1111,LEO,HAYES,2024-01-13 15:58:00,4950.79,DR,58697.94,ATM WITHDRAWAL,385,70044
5283,1111,LEO,KIM,2024-01-22 10:02:00,1265.26,CR,24782.97,CARD PAYMENT,757,70044
5284,1111,NINA,RIVERA,2024-01-10 12:01:00,-3697.75,CR,48731.91,ONLINE TRANSFER,811,70044
5285,1112,MIA,KIM,2024-01-27 04:50:00,-3136.96,CR,39763.62,POS PURCHASE,652,70045
5286,1113,KAI,MORI,2024-01-17 15:38:00,-152.05,CR,83467.6,CARD PAYMENT,838,70046
5287,1113,MIA,LARSEN,2024-01-12 02:33:00,-3094.03,DR,74840.2,POS PURCHASE,344,70046
5288,1113,ANNA,PATEL,2024-01-20 05:16:00,1799.71,CR,92572.36,SALARY CREDIT,533,70046
5289,1113,NINA,MORI,2024-01-07 11:43:00,-3342.97,CR,63035.83,ONLINE TRANSFER,773,70046
5290,1114,LEO,KIM,2024-01-07 23:21:00,-1108.92,DR,72954.68,CARD PAYMENT,412,70047
5291,1114,ZOE,LARSEN,2024-01-16 19:14:00,3522.08,DR,42944.44,ONLINE TRANSFER,812,70047
5292,1115,ZOE,BAKER,2024-01-25 00:47:00,-1899.41,DR,86083.97,POS PURCHASE,447,70048
5293,1116,TOM,RIVERA,2024-01-26 04:47:00,1121.43,CR,11239.58,STANDING ORDER,569,70049
5294,1116,ELI,RIVERA,2024-01-28 20:45:00,-906.82,DR,12276.66,UTILITY PAYMENT,742,70049
5295,1116,IVY,PATEL,2024-01-14 06:14:00,-883.07,CR,97034.82,POS PURCHASE,570,70049
5296,1116,NOAH,BAKER,2024-01-05 02:30:00,4237.68,DR,5675.32,UTILITY PAYMENT,685,70049
5297,1117,LEO,SILVA,2024-01-26 01:43:00,2510.24,CR,87250.13,ATM WITHDRAWAL,467,70050
5298,1117,SARA,SILVA,2024-01-27 06:45:00,1713.7,DR,45628.1,UTILITY PAYMENT,812,70050
5299,1117,IVY,BAKER,2024-01-26 12:03:00,115.03,DR,53496.56,UTILITY PAYMENT,451,70050
5300,1118,AVA,BAKER,2024-01-05 12:03:00,28.43,CR,92876.64,UTILITY PAYMENT,481,70051
5301,1119,MIA,KIM,2024-01-19 22:21:00,-142.0,DR,37276.48,STANDING ORDER,744,70052
5302,1119,LIAM,SINGH,2024-01-01 17:17:00,1248.61,CR,1774.9,CARD PAYMENT,406,70052
5303,1119,ELI,LARSEN,2024-01-16 04:52:00,-4265.88,CR,91082.06,SALARY CREDIT,814,70052
5304,1119,AVA,COSTA,2024-01-01 09:22:00,877.99,CR,63582.09,POS PURCHASE,796,70052
5305,1120,MIA,COSTA,2024-01-27 07:15:00,-536.53,DR,6540.65,CASH DEPOSIT,655,70053
5306,1120,ZOE,OKAFOR,2024-01-30 13:05:00,-4251.85,DR,44542.37,POS PURCHASE,684,70053
5307,1120,TOM,BAKER,2024-01-15 09:57:00,-980.82,DR,22882.28,POS PURCHASE,630,70053
5308,1121,LEO,NOVAK,2024-01-23 03:59:00,4731.82,CR,10910.08,CARD PAYMENT,640,70054
5309,1122,ZOE,PATEL,2024-01-29 19:00:00,-4814.07,CR,76089.15,ATM WITHDRAWAL,311,70055
5310,1123,ZOE,CHEN,2024-01-14 22:07:00,-347.22,CR,91428.15,CASH DEPOSIT,582,70056
5311,1123,MIA,NOVAK,2024-01-12 14:47:00,1335.84,DR,6656.72,ONLINE TRANSFER,464,70056
5312,1124,IVY,SILVA,2024-01-09 07:21:00,-772.12,CR,17849.34,ATM WITHDRAWAL,777,70057
5313,1125,LIAM,BAKER,2024-01-06 16:52:00,3705.07,CR,56952.62,CARD PAYMENT,712,70058
5314,1125,TOM,WEISS,2024-01-21 08:51:00,2445.74,CR,57439.18,SALARY CREDIT,737,70058
5315,1126,AVA,BAKER,2024-01-08 04:25:00,3407.13,DR,52804.64,STANDING ORDER,531,70059
5316,1126,AVA,DUBOIS,2024-01-10 17:03:00,-1705.82,DR,82927.11,STANDING ORDER,712,70059
5317,1126,ELI,HAYES,2024-01-30 13:49:00,-4719.56,CR,38033.15,STANDING ORDER,474,70059
5318,1126,MIA,RIVERA,2024-01-21 07:28:00,4919.85,CR,82560.0,STANDING ORDER,634,70059
5319,1127,RAVI,CHEN,2024-01-06 10:46:00,-1833.94,DR,51321.3,CASH DEPOSIT,629,70060
5320,1127,SARA,LARSEN,2024-01-15 11:53:00,-368.97,CR,8872.24,ATM WITHDRAWAL,505,70060
5321,1127,RAVI,CHEN,2024-01-19 11:24:00,-2660.68,CR,68553.92,STANDING ORDER,797,70060
5322,1128,MIA,NOVAK,2024-01-20 15:26:00,4830.37,CR,26695.82,UTILITY PAYMENT,612,70061
5323,1128,LEO,BAKER,2024-01-17 22:35:00,3703.07,DR,12016.06,POS PURCHASE,527,70061
5324,1129,MIA,MORI,2024-01-21 15:43:00,3423.2,CR,82344.63,SALARY CREDIT,790,70062
5325,1130,MIA,WEISS,2024-01-05 00:09:00,2376.63,DR,78552.56,ONLINE TRANSFER,810,70063
5326,9901,ZOE,SINGH,2024-01-30 21:27:00,-2995.55,CR,8033.83,CASH DEPOSIT,607,70007
5327,9901,LEO,NOVAK,2024-01-03 19:28:00,-4303.65,DR,32277.23,CASH DEPOSIT,435,70007
5328,9901,NOAH,PATEL,2024-01-27 01:27:00,3359.47,CR,48082.29,CARD PAYMENT,689,70007
5329,9901,ZOE,NOVAK,2024-01-30 05:17:00,-52.91,CR,31666.48,SALARY CREDIT,730,70007
5330,9902,ZOE,PATEL,2024-01-28 05:38:00,-2335.16,CR,20112.31,SALARY CREDIT,412,70008
5331,9902,LIAM,COSTA,2024-01-16 20:25:00,-3277.71,CR,86723.82,POS PURCHASE,813,70008
5332,9903,RAVI,SINGH,2024-01-01 04:28:00,1071.96,DR,36569.06,CASH DEPOSIT,653,70009
